"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.564079167E2,-2.001430289E-1,6.718450785E-4,-2.043894688E-2,2.011850739E-1
2.564179127E2,-2.010376529E-1,1.088810027E-2,-1.806497504E-2,2.021411189E-1
2.564279088E2,-2.080655676E-1,1.482503057E-2,-2.087514688E-2,2.096350012E-1
2.564379047E2,-2.157749753E-1,2.900803685E-3,-2.861802985E-2,2.176838217E-1
2.564479007E2,-2.279175957E-1,1.253759980E-2,-2.313334157E-2,2.294314131E-1
2.564578967E2,-2.269019343E-1,-1.023847461E-3,-2.501730989E-2,2.282792190E-1
2.564678927E2,-2.277579667E-1,-6.630742550E-4,-2.729421794E-2,2.293885468E-1
2.564778888E2,-2.395743124E-1,-2.096226811E-3,-2.079211414E-2,2.404840064E-1
2.564878848E2,-2.489286880E-1,-5.326228738E-3,-3.216553330E-2,2.510547390E-1
2.564978807E2,-2.478042684E-1,1.023847461E-3,-2.484890779E-2,2.490491356E-1
2.565078757E2,-2.566892771E-1,7.372754216E-3,-1.842750470E-2,2.574554630E-1
2.565178717E2,-2.557244682E-1,4.289517403E-3,-3.220178833E-2,2.577796710E-1
2.565278677E2,-2.619862515E-1,7.040047646E-3,-3.312506139E-2,2.641659098E-1
2.565378638E2,-2.790962277E-1,5.063688755E-4,-2.564413369E-2,2.802723360E-1
2.565478597E2,-2.730531121E-1,-7.911282778E-4,-2.251762291E-2,2.739811513E-1
2.565578557E2,-2.771245283E-1,-3.741048574E-3,-2.504069646E-2,2.782787023E-1
2.565678517E2,-2.801684426E-1,-8.942731619E-3,-3.114051183E-2,2.820355654E-1
2.565778477E2,-2.748043532E-1,-3.672051430E-3,-3.212869128E-2,2.767005047E-1
2.565878438E2,-2.880040222E-1,-3.950378895E-3,-3.413312137E-2,2.900465347E-1
2.565978398E2,-2.831534462E-1,3.997156620E-3,-2.948048731E-2,2.847120484E-1
2.566078357E2,-2.787237418E-1,-2.580960989E-3,-3.006520887E-2,2.803524610E-1
2.566178307E2,-2.875907703E-1,-4.524575472E-3,-2.833385289E-2,2.890185637E-1
2.566278267E2,-2.793799639E-1,-4.081356525E-3,-2.857476046E-2,2.808671192E-1
2.566378228E2,-2.833516851E-1,-8.735740185E-3,-2.826777935E-2,2.848921866E-1
2.566478188E2,-2.704462954E-1,-3.069788218E-3,-2.947874000E-2,2.720654672E-1
2.566578147E2,-2.740696871E-1,-2.048279643E-3,-2.164698164E-2,2.749308652E-1
2.566678107E2,-2.845276881E-1,-4.029316306E-3,-1.325504859E-2,2.848647697E-1
2.566778067E2,-2.697435880E-1,5.658350587E-3,-1.564714452E-2,2.702562735E-1
2.566878027E2,-2.673677181E-1,-1.272354126E-3,-3.335192879E-2,2.694428821E-1
2.566977988E2,-2.693787400E-1,4.066153765E-3,-2.266029954E-2,2.703607375E-1
2.567077947E2,-2.572064450E-1,-2.126047611E-3,-2.748074412E-2,2.586790806E-1
2.567177907E2,-2.556040156E-1,-6.975728273E-3,-2.248839368E-2,2.566861925E-1
2.567277857E2,-2.520263967E-1,-1.198679209E-3,-2.188028097E-2,2.529772483E-1
2.567377817E2,-2.510522506E-1,-5.153735876E-3,-2.040444146E-2,2.519327981E-1
2.567477778E2,-2.346522725E-1,-7.012565732E-3,-2.849348416E-2,2.364799012E-1
2.567577737E2,-2.340063013E-1,-3.976106644E-5,-1.670081506E-2,2.346015086E-1
2.567677697E2,-2.238053951E-1,-2.348241806E-3,-2.613471508E-2,2.253383954E-1
2.567777657E2,-2.285410550E-1,7.770364881E-3,-1.917009652E-2,2.294752383E-1
2.567877617E2,-2.074311447E-1,6.217344403E-3,-3.236317148E-2,2.100326404E-1
2.567977578E2,-2.034431975E-1,9.256142378E-4,-2.504946957E-2,2.049816267E-1
2.568077538E2,-1.882591479E-1,1.030805647E-2,-2.649022579E-2,1.903930010E-1
2.568177497E2,-1.876659478E-1,1.884557605E-3,-2.296377003E-2,1.890751022E-1
2.568277457E2,-1.747430165E-1,3.498389125E-3,-1.218091736E-2,1.752019843E-1
2.568377407E2,-1.782048605E-1,1.806789637E-4,-1.186283112E-2,1.785993609E-1
2.568477367E2,-1.681036493E-1,-8.805906773E-4,-1.220314021E-2,1.685482987E-1
2.568577328E2,-1.569793215E-1,7.051157355E-3,-1.605353057E-2,1.579555066E-1
2.568677287E2,-1.459206288E-1,1.971096396E-3,-1.341117610E-2,1.465488818E-1
2.568777247E2,-1.370632665E-1,5.586429834E-3,-1.683121140E-2,1.382057774E-1
2.568877207E2,-1.268749318E-1,6.221437454E-3,-1.336030419E-2,1.277280405E-1
2.568977167E2,-1.211677569E-1,2.979741096E-3,-8.414143324E-3,1.214960986E-1
2.569077128E2,-1.010325683E-1,1.397426069E-2,-6.194541404E-3,1.021823476E-1
2.569177087E2,-8.888527930E-2,1.750071645E-2,9.706320881E-5,9.059181736E-2
2.569277047E2,-7.836628452E-2,1.137868166E-3,-2.631831765E-3,7.841872118E-2
2.569377005E2,-7.507911692E-2,1.278259814E-2,2.082192923E-3,7.618795273E-2
2.569476965E2,-5.830053161E-2,9.925063848E-3,-2.003256654E-3,5.917323648E-2
2.569576925E2,-5.474029904E-2,1.187627971E-2,6.566417468E-4,5.601765380E-2
2.569676885E2,-3.262687862E-2,1.803749084E-2,-9.857236147E-3,3.856202003E-2
2.569776845E2,-2.728207584E-2,1.403974950E-2,-1.592781544E-3,3.072398381E-2
2.569876805E2,-8.446851186E-3,1.949052393E-2,-8.230540752E-3,2.278094860E-2
2.569976765E2,1.873612348E-3,1.942094207E-2,4.328109026E-3,1.998539321E-2
2.570076725E2,1.384403223E-2,1.219027519E-2,-3.765606595E-3,1.882657246E-2
2.570176685E2,2.089913646E-2,1.380352199E-2,-1.927241708E-3,2.512021864E-2
2.570276645E2,3.627058933E-2,7.503147125E-3,-8.260945703E-3,3.794859801E-2
2.570376605E2,3.496766523E-2,1.873330951E-2,-3.403079510E-3,3.981526650E-2
2.570476555E2,5.327460308E-2,1.845264316E-2,4.119949291E-3,5.653014554E-2
2.570576515E2,6.065506831E-2,2.148150086E-2,5.102280378E-3,6.454862861E-2
2.570676475E2,7.735062316E-2,3.006872177E-2,5.269510746E-3,8.315656724E-2
2.570776435E2,8.434228510E-2,1.890989542E-2,1.191662550E-3,8.644434776E-2
2.570876395E2,1.020405095E-1,1.345093489E-2,1.544132824E-2,1.040751068E-1
2.570976355E2,1.127543445E-1,1.683296442E-2,2.054009914E-2,1.158394862E-1
2.571076315E2,1.231030757E-1,2.366602063E-2,1.544834604E-2,1.263055785E-1
2.571176275E2,1.373544578E-1,3.021139383E-2,2.514536619E-2,1.428679980E-1
2.571276235E2,1.388813851E-1,2.389757037E-2,2.155284146E-2,1.425610675E-1
2.571376195E2,1.480022375E-1,2.447293639E-2,1.492092490E-2,1.507521838E-1
2.571476155E2,1.587697755E-1,2.714803755E-2,2.113885631E-2,1.624552517E-1
2.571576105E2,1.701869026E-1,2.563419342E-2,2.371981730E-2,1.737334839E-1
2.571676065E2,1.768802104E-1,2.471793473E-2,2.258077969E-2,1.800207675E-1
2.571776025E2,1.981060783E-1,2.065821290E-2,2.339822272E-2,2.005498862E-1
2.571875985E2,2.015921517E-1,2.094180286E-2,2.613120903E-2,2.043545811E-1
2.571975945E2,2.163838531E-1,1.942971289E-2,2.213288526E-2,2.183789144E-1
2.572075905E2,2.217268926E-1,1.641079545E-2,1.527410130E-2,2.228574147E-1
2.572175865E2,2.271431685E-1,2.057108939E-2,2.398996095E-2,2.293309986E-1
2.572275825E2,2.201643704E-1,2.861159563E-2,2.542252878E-2,2.234665039E-1
2.572375785E2,2.404826408E-1,2.316900730E-2,1.756035348E-2,2.422335019E-1
2.572475745E2,2.513791465E-1,2.026586473E-2,2.184518854E-2,2.531390780E-1
2.572575705E2,2.621536280E-1,1.808953106E-2,2.414900064E-2,2.638843119E-1
2.572675655E2,2.598427353E-1,2.084181547E-2,2.567394992E-2,2.619385044E-1
2.572775615E2,2.665907876E-1,2.088683903E-2,3.124635100E-2,2.692271207E-1
2.572875575E2,2.756603307E-1,1.596991539E-2,3.176791807E-2,2.779439813E-1
2.572975535E2,2.834700912E-1,2.286378264E-2,2.679428101E-2,2.856500983E-1
2.573075495E2,2.842493058E-1,1.866197348E-2,3.892140170E-2,2.875079349E-1
2.573175455E2,2.966758085E-1,2.191477954E-2,3.836006900E-2,2.999471417E-1
2.573275415E2,2.904142445E-1,2.724276245E-2,3.851794839E-2,2.942214028E-1
2.573375375E2,2.866359565E-1,1.892392874E-2,3.852263073E-2,2.898314678E-1
2.573475335E2,2.931090800E-1,2.449866414E-2,4.424938917E-2,2.974409619E-1
2.573575295E2,2.962203835E-1,2.047461033E-2,3.455236673E-2,2.989307467E-1
2.573675255E2,2.963888564E-1,2.105523884E-2,3.225674530E-2,2.988815399E-1
2.573775205E2,3.030205857E-1,2.056348801E-2,3.724676827E-2,3.059928988E-1
2.573875165E2,2.989004913E-1,2.124761224E-2,4.322730044E-2,3.027566089E-1
2.573975125E2,3.141166641E-1,1.606230140E-2,3.402611732E-2,3.163622178E-1
2.574075085E2,3.074638848E-1,1.863624573E-2,4.149886350E-2,3.108110452E-1
2.574175045E2,3.083897549E-1,1.848714173E-2,2.542837143E-2,3.099880924E-1
2.574275005E2,3.004723325E-1,1.966126263E-2,2.247552752E-2,3.019525413E-1
2.574374965E2,2.974357273E-1,2.170544922E-2,2.746086359E-2,2.994882926E-1
2.574474925E2,3.011460780E-1,1.593307793E-2,2.958574176E-2,3.030150811E-1
2.574574885E2,2.990381567E-1,9.823322296E-3,2.407181740E-2,3.001662360E-1
2.574674845E2,2.895096072E-1,1.566761434E-2,2.560846110E-2,2.910619866E-1
2.574774805E2,2.919101085E-1,1.175641179E-2,3.319113493E-2,2.940261486E-1
2.574874755E2,2.928008221E-1,2.517694116E-2,3.305431465E-2,2.957343192E-1
2.574974715E2,2.882884162E-1,1.791002154E-2,3.081716994E-2,2.904835241E-1
2.575074675E2,2.825743709E-1,2.305323243E-2,4.399328569E-2,2.869061446E-1
2.575174635E2,2.802063582E-1,1.754924834E-2,3.296426525E-2,2.826839614E-1
2.575274595E2,2.761946931E-1,2.280238688E-2,3.390449524E-2,2.792005949E-1
2.575374555E2,2.663779490E-1,1.711246133E-2,3.767127156E-2,2.695722032E-1
2.575474515E2,2.584438986E-1,1.588922381E-2,4.019025207E-2,2.620323883E-1
2.575574475E2,2.479582329E-1,1.538987160E-2,2.724334945E-2,2.499246557E-1
2.575674435E2,2.434057005E-1,1.502792895E-2,2.809587121E-2,2.454822838E-1
2.575774395E2,2.407768654E-1,2.932554066E-2,3.299115559E-2,2.447895067E-1
2.575874345E2,2.313686223E-1,2.294856727E-2,2.986640811E-2,2.344143308E-1
2.575974305E2,2.239948814E-1,1.267150104E-2,2.525061836E-2,2.257695009E-1
2.576074265E2,2.183002050E-1,2.693169057E-2,3.136329075E-2,2.221799979E-1
2.576174225E2,2.102369311E-1,1.618333876E-2,1.857192636E-2,2.116751854E-1
2.576274185E2,1.951864539E-1,1.665930212E-2,2.326372763E-2,1.972726163E-1
2.576374145E2,1.891858219E-1,4.399445057E-3,1.887364497E-2,1.901758260E-1
2.576474105E2,1.864782321E-1,1.638740659E-2,2.539094925E-2,1.889110332E-1
2.576574065E2,1.750607396E-1,1.684816718E-2,1.247445444E-2,1.763114724E-1
2.576674025E2,1.546304219E-1,1.641605794E-2,1.929347734E-2,1.566917120E-1
2.576773985E2,1.507495518E-1,2.661535621E-2,2.540264368E-2,1.551744143E-1
2.576873945E2,1.469996593E-1,2.843442500E-2,1.335504512E-2,1.503189063E-1
2.576973905E2,1.276807512E-1,2.142419815E-2,8.822283545E-3,1.297659554E-1
2.577073855E2,1.124052657E-1,2.175339639E-2,1.433503389E-2,1.153847789E-1
2.577173815E2,1.092914041E-1,2.419051588E-2,1.394912223E-2,1.128023496E-1
2.577273775E2,1.028016891E-1,2.334676266E-2,1.422744741E-2,1.063751798E-1
2.577373735E2,9.533505052E-2,2.355901659E-2,1.801761031E-2,9.984204226E-2
2.577473695E2,7.017974406E-2,7.916545272E-3,1.255163312E-2,7.173152487E-2
2.577573655E2,6.403728057E-2,1.728378475E-2,1.843978042E-2,6.884423011E-2
2.577673615E2,5.907268384E-2,2.427003801E-2,1.133892174E-2,6.486283888E-2
2.577773575E2,4.189327190E-2,1.959869742E-2,2.952844476E-3,4.634516654E-2
2.577873535E2,3.205752427E-2,2.796372414E-2,4.271976327E-3,4.275399995E-2
2.577973495E2,1.788327053E-2,2.018108010E-2,1.244755268E-2,2.969897181E-2
2.578073455E2,7.540733758E-3,2.498924553E-2,2.240653324E-3,2.619819813E-2
2.578173405E2,-3.700392153E-3,1.439701438E-2,-3.508300841E-5,1.486499768E-2
2.578273365E2,-1.045379832E-2,1.280423284E-2,1.434906721E-3,1.659184243E-2
2.578373325E2,-2.282197505E-2,1.946479619E-2,-1.999747753E-4,2.999601350E-2
2.578473285E2,-3.357427374E-2,1.147457600E-2,-1.249082208E-2,3.761540093E-2
2.578573245E2,-5.097746959E-2,1.233119309E-2,-4.970718026E-3,5.268271791E-2
2.578673205E2,-5.610182321E-2,2.263808012E-2,-8.462091063E-3,6.108603952E-2
2.578773165E2,-6.475410352E-2,1.619795680E-2,-2.572775458E-3,6.679885404E-2
2.578873125E2,-6.985258321E-2,1.471568763E-2,-7.417193626E-3,7.177011638E-2
2.578973085E2,-9.935954288E-2,2.223286808E-2,-5.796344876E-3,1.019814532E-1
2.579073045E2,-9.709038466E-2,9.708716869E-3,-7.014905189E-3,9.782643238E-2
2.579173005E2,-1.161673551E-1,1.336965859E-2,1.757671883E-3,1.169473881E-1
2.579272955E2,-1.290612057E-1,9.412263036E-3,-1.777787561E-2,1.306194410E-1
2.579372910E2,-1.272855525E-1,1.909232855E-2,-7.021922419E-3,1.289008777E-1
2.579472870E2,-1.410054593E-1,9.925648570E-3,-7.859828422E-3,1.415727196E-1
2.579572830E2,-1.491139394E-1,1.589097798E-2,3.213045001E-3,1.499927124E-1
2.579672790E2,-1.657542381E-1,5.553685427E-3,-9.921555519E-3,1.661437574E-1
2.579772750E2,-1.828409716E-1,1.124478042E-2,-1.205520679E-2,1.835826626E-1
2.579872710E2,-1.783601041E-1,8.714105487E-3,-1.194118609E-2,1.789716578E-1
2.579972670E2,-1.947380090E-1,7.390880585E-3,-9.983538289E-3,1.951337703E-1
2.580072630E2,-1.957365672E-1,1.585180163E-3,-1.886545887E-2,1.966499989E-1
2.580172590E2,-2.092768183E-1,5.777049065E-4,-2.501205196E-2,2.107669879E-1
2.580272550E2,-2.086605218E-1,5.564210415E-3,-2.010448158E-2,2.097006533E-1
2.580372500E2,-2.180252762E-1,2.174579501E-3,-2.300352881E-2,2.192462365E-1
2.580472460E2,-2.199965188E-1,5.673553348E-3,-2.905305813E-2,2.219791379E-1
2.580572420E2,-2.300110450E-1,4.236307740E-3,-2.692701052E-2,2.316205756E-1
2.580672380E2,-2.398647729E-1,1.603891253E-3,-2.627738943E-2,2.413051655E-1
2.580772340E2,-2.493476410E-1,7.694935799E-4,-2.710126211E-2,2.508172973E-1
2.580872300E2,-2.513498738E-1,2.327776551E-3,-2.447761416E-2,2.525496609E-1
2.580972260E2,-2.645254049E-1,2.538276315E-3,-2.336079141E-2,2.655670523E-1
2.581072220E2,-2.616566147E-1,-9.589433670E-5,-2.461618861E-2,2.628120050E-1
2.581172180E2,-2.666094987E-1,2.057635188E-3,-1.743229946E-2,2.671867207E-1
2.581272140E2,-2.654551122E-1,-1.481684446E-3,-2.364263177E-2,2.665100111E-1
2.581372100E2,-2.695734706E-1,2.909574509E-3,-2.553538004E-2,2.707958222E-1
2.581472050E2,-2.711390626E-1,6.096891761E-3,-3.352501551E-2,2.732718244E-1
2.581572010E2,-2.801440488E-1,-5.989887714E-3,-3.480905950E-2,2.823618909E-1
2.581671970E2,-2.750829913E-1,-1.913208961E-3,-2.637913098E-2,2.763515352E-1
2.581771930E2,-2.790000410E-1,-3.911787271E-4,-2.019102265E-2,2.797299650E-1
2.581871890E2,-2.779934429E-1,-1.121495962E-3,-3.596271515E-2,2.803121990E-1
2.581971850E2,-2.797462919E-1,-8.446887732E-3,-2.261819959E-2,2.807862545E-1
2.582071810E2,-2.799793035E-1,-8.293105960E-3,-2.495299280E-2,2.812113757E-1
2.582171770E2,-2.808673311E-1,3.378521204E-3,-3.309289714E-2,2.828303589E-1
2.582271730E2,-2.811927286E-1,2.769241333E-3,-4.345708688E-2,2.845444389E-1
2.582371690E2,-2.752388196E-1,-9.922724962E-4,-3.061485171E-2,2.769380103E-1
2.582471650E2,-2.790023799E-1,4.800564051E-4,-3.681933224E-2,2.814217861E-1
2.582571600E2,-2.805930967E-1,-3.142878413E-3,-4.007096430E-2,2.834573085E-1
2.582671560E2,-2.568982968E-1,-6.772829890E-3,-4.128660500E-2,2.602829035E-1
2.582771520E2,-2.621923658E-1,-7.114892006E-3,-2.275327027E-2,2.632739442E-1
2.582871480E2,-2.663431580E-1,-3.272101879E-3,-2.135578573E-2,2.672179898E-1
2.582971440E2,-2.548694591E-1,-6.919010282E-3,-3.755023648E-2,2.577136670E-1
2.583071400E2,-2.504992501E-1,-5.396980047E-4,-3.363610804E-2,2.527480037E-1
2.583171360E2,-2.546126202E-1,6.138406992E-3,-2.774679244E-2,2.561935809E-1
2.583271320E2,-2.419270858E-1,8.321172595E-3,-2.004308581E-2,2.428985015E-1
2.583371280E2,-2.283821569E-1,2.271058559E-3,-2.771697164E-2,2.300691153E-1
2.583471240E2,-2.338602671E-1,3.106040955E-3,-1.479930282E-2,2.343486535E-1
2.583571200E2,-2.272565679E-1,1.848304868E-3,-3.226668785E-2,2.295432487E-1
2.583671150E2,-2.205515657E-1,-2.252347469E-3,-2.196681976E-2,2.216542519E-1
2.583771110E2,-2.111103590E-1,-2.459338903E-3,-1.572959483E-2,2.117098301E-1
2.583871070E2,-2.107035390E-1,-2.062897682E-3,-1.852397690E-2,2.115262976E-1
2.583971030E2,-1.924058470E-1,4.325770140E-3,-1.597927322E-2,1.931166990E-1
2.584070990E2,-1.943594018E-1,1.191896439E-2,-2.360579431E-2,1.961501269E-1
2.584170950E2,-1.857039146E-1,5.299331546E-3,-2.197325170E-2,1.870744520E-1
2.584270910E2,-1.765585770E-1,8.866717815E-3,-1.493612538E-2,1.774109287E-1
2.584370870E2,-1.775064106E-1,-7.465140224E-3,-2.558039904E-2,1.794954343E-1
2.584470830E2,-1.550221123E-1,6.300959587E-3,-2.306609631E-2,1.568553543E-1
2.584570790E2,-1.320650665E-1,9.750816822E-3,-2.218433847E-2,1.342698965E-1
2.584670750E2,-1.424574691E-1,-6.096891761E-3,-1.694406152E-2,1.435910994E-1
2.584770710E2,-1.226583492E-1,1.145001769E-2,-2.313860406E-2,1.253457959E-1
2.584870660E2,-1.187888172E-1,6.708510518E-3,-1.597693205E-2,1.200460310E-1
2.584970620E2,-9.940266609E-2,1.066473663E-2,-1.290538967E-2,1.008026573E-1
2.585070580E2,-9.281358495E-2,6.851767302E-3,-1.685342968E-2,9.457984119E-2
2.585170540E2,-8.686285531E-2,1.203824759E-2,-9.475414107E-3,8.820350622E-2
2.585270500E2,-7.099221468E-2,1.574479759E-2,9.039795399E-4,7.272283256E-2
2.585370460E2,-6.000381639E-2,1.018818855E-2,-3.194919489E-3,6.094640825E-2
2.585470420E2,-5.968997623E-2,1.123600960E-2,1.192831708E-3,6.075001252E-2
2.585570380E2,-3.851619422E-2,2.128444970E-2,6.368787289E-3,4.446444049E-2
2.585670340E2,-2.777280341E-2,1.503436089E-2,1.244930685E-2,3.394622007E-2
2.585770300E2,-1.474506989E-2,1.494255960E-2,1.036594391E-2,2.341260273E-2
2.585870260E2,-6.396397110E-3,1.501740396E-2,9.203517437E-3,1.873875799E-2
2.585970210E2,9.128691349E-3,1.810707271E-2,1.596290159E-3,2.034077752E-2
2.586070170E2,1.067657724E-2,2.271000087E-2,2.344733477E-3,2.520379369E-2
2.586170130E2,2.818842167E-2,1.206514478E-2,1.327201009E-2,3.341109227E-2
2.586270090E2,4.769389255E-2,1.954841137E-2,-2.395017818E-3,5.160023143E-2
2.586370050E2,5.633253241E-2,2.180894494E-2,-5.574734832E-3,6.066351420E-2
2.586470010E2,5.941357652E-2,1.195755601E-2,5.785236309E-3,6.088041704E-2
2.586569970E2,7.833123777E-2,1.918763816E-2,7.839947889E-3,8.102723648E-2
2.586669930E2,8.034426967E-2,1.401109815E-2,-1.956477215E-3,8.158026932E-2
2.586769890E2,9.295274869E-2,1.767730236E-2,3.997156620E-3,9.470310327E-2
2.586869850E2,1.002278544E-1,2.105406940E-2,5.084738731E-3,1.025414609E-1
2.586969810E2,1.220769624E-1,1.515890658E-2,1.452097307E-2,1.238686234E-1
2.587069760E2,1.377180450E-1,2.035240352E-2,1.383802285E-2,1.398998611E-1
2.587169720E2,1.367651316E-1,2.735444427E-2,1.209906320E-2,1.399976934E-1
2.587269680E2,1.510933681E-1,2.343856394E-2,2.201359749E-2,1.544770877E-1
2.587369640E2,1.644250563E-1,2.835958064E-2,2.472086062E-2,1.686742005E-1
2.587469600E2,1.681693209E-1,2.475067914E-2,2.313392629E-2,1.715479383E-1
2.587569560E2,1.788306588E-1,2.144407868E-2,1.862572074E-2,1.810722798E-1
2.587669520E2,1.922357296E-1,2.322397113E-2,2.772282114E-2,1.956079839E-1
2.587769480E2,1.961783244E-1,1.976125002E-2,3.078442097E-2,1.995598219E-1
2.587869440E2,1.995596595E-1,1.704755723E-2,1.999280433E-2,2.012818649E-1
2.587969400E2,2.167403871E-1,2.705623627E-2,3.114461402E-2,2.206318706E-1
2.588069360E2,2.185934794E-1,2.088566959E-2,2.764680505E-2,2.213225390E-1
2.588169310E2,2.343273135E-1,1.830061555E-2,3.220529437E-2,2.372369772E-1
2.588269270E2,2.341678306E-1,1.525889397E-2,2.522722721E-2,2.360165667E-1
2.588369230E2,2.450898813E-1,1.610381663E-2,3.159016957E-2,2.476415184E-1
2.588469190E2,2.555146263E-1,1.693236709E-2,2.212469915E-2,2.570290482E-1
2.588569150E2,2.686866124E-1,1.624239564E-2,2.476763834E-2,2.703141636E-1
2.588669110E2,2.675639105E-1,2.078685164E-2,1.441572547E-2,2.687570511E-1
2.588769070E2,2.700893229E-1,2.127450943E-2,1.794042706E-2,2.715192554E-1
2.588869030E2,2.734433589E-1,2.248254418E-2,2.749828120E-2,2.757406223E-1
2.588968990E2,2.739884656E-1,2.561782122E-2,2.828063866E-2,2.766328733E-1
2.589068950E2,2.882535522E-1,1.586466551E-2,2.621540666E-2,2.898776388E-1
2.589168910E2,2.858936890E-1,1.342462242E-2,3.462486764E-2,2.882955140E-1
2.589268860E2,2.994577675E-1,1.185639918E-2,4.064983865E-2,3.024366679E-1
2.589368820E2,2.985758612E-1,2.328478217E-2,4.026743074E-2,3.021774180E-1
2.589468779E2,2.980743163E-1,2.465770841E-2,3.934006234E-2,3.016685949E-1
2.589568739E2,2.952888490E-1,1.792230070E-2,5.107542416E-2,3.002089475E-1
2.589668699E2,2.896864489E-1,2.477699161E-2,4.493351797E-2,2.941957835E-1
2.589768659E2,2.980816984E-1,2.067692399E-2,4.438153625E-2,3.020760747E-1
2.589868619E2,3.112508706E-1,1.819770455E-2,5.412417153E-2,3.164453931E-1
2.589968579E2,3.105978462E-1,2.092952371E-2,4.616260270E-2,3.147062963E-1
2.590068539E2,3.042480990E-1,1.838949323E-2,4.816001157E-2,3.085846171E-1
2.590168499E2,3.116441689E-1,2.765674531E-2,4.073755145E-2,3.155099550E-1
2.590268459E2,3.018727772E-1,1.009989560E-2,3.783382873E-2,3.044020041E-1
2.590368419E2,2.993698035E-1,1.302116454E-2,3.210239251E-2,3.013675390E-1
2.590468369E2,2.981324596E-1,2.459572792E-2,2.772633175E-2,3.004274667E-1
2.590568329E2,2.998770860E-1,1.398420095E-2,2.821398497E-2,3.015258754E-1
2.590668289E2,2.891039566E-1,1.396490514E-2,1.829476377E-2,2.900186454E-1
2.590768249E2,2.931171931E-1,6.293358207E-3,2.649489900E-2,2.943794743E-1
2.590868209E2,2.911010731E-1,2.015184402E-2,3.032951216E-2,2.933697511E-1
2.590968169E2,2.815810386E-1,2.006764412E-2,3.280171494E-2,2.841945533E-1
2.591068129E2,2.791551384E-1,1.890814126E-2,3.220061660E-2,2.816415964E-1
2.591168089E2,2.677704634E-1,1.383802056E-2,3.033769369E-2,2.698386324E-1
2.591268049E2,2.605270788E-1,1.772758842E-2,3.182639480E-2,2.630618665E-1
2.591368009E2,2.627934596E-1,2.234922767E-2,3.353845954E-2,2.658659787E-1
2.591467969E2,2.536820358E-1,1.542729378E-2,3.383549809E-2,2.563930920E-1
2.591567919E2,2.433085271E-1,1.941275597E-2,3.839514772E-2,2.470831475E-1
2.591667879E2,2.426214427E-1,2.083245993E-2,2.967929721E-2,2.453161562E-1
2.591767839E2,2.336477574E-1,2.433903515E-2,4.730046630E-2,2.396267874E-1
2.591867799E2,2.245709783E-1,2.109675407E-2,3.684681872E-2,2.285495250E-1
2.591967759E2,2.228681960E-1,2.488633454E-2,1.968873998E-2,2.251159900E-1
2.592067719E2,2.127683004E-1,1.339421690E-2,3.067098042E-2,2.153844557E-1
2.592167679E2,2.088118185E-1,1.086588085E-2,3.147439241E-2,2.114499475E-1
2.592267639E2,1.920319176E-1,2.211416960E-2,2.970502496E-2,1.955701469E-1
2.592367599E2,1.835477904E-1,2.258019269E-2,2.648555030E-2,1.868184703E-1
2.592467559E2,1.814357761E-1,2.200073361E-2,2.638848652E-2,1.846600264E-1
2.592567519E2,1.629189597E-1,1.348309457E-2,1.245691051E-2,1.639498579E-1
2.592667469E2,1.521710465E-1,1.813864768E-2,2.320292344E-2,1.549948824E-1
2.592767429E2,1.527832500E-1,1.696335733E-2,1.284516563E-2,1.542578207E-1
2.592867389E2,1.360515885E-1,1.923383117E-2,8.768486877E-3,1.376839183E-1
2.592967349E2,1.244416495E-1,1.971330285E-2,1.185815563E-2,1.265502046E-1
2.593067309E2,1.141471878E-1,2.065061152E-2,5.761848588E-3,1.161431321E-1
2.593167269E2,1.041407015E-1,1.590910435E-2,1.305566539E-2,1.061547724E-1
2.593267229E2,9.106833726E-2,2.195454061E-2,4.771327972E-3,9.379877118E-2
2.593367189E2,8.615201661E-2,2.022902727E-2,7.333579013E-3,8.879845096E-2
2.593467149E2,6.439597070E-2,2.255621910E-2,1.833803773E-2,7.065343368E-2
2.593567109E2,6.190273622E-2,1.277324259E-2,1.180552954E-2,6.429988340E-2
2.593667069E2,4.628613884E-2,1.647336066E-2,1.760012026E-2,5.218757029E-2
2.593767029E2,4.428741435E-2,1.869413316E-2,1.951566696E-2,5.188166286E-2
2.593866979E2,2.743809599E-2,1.928528666E-2,2.004308810E-2,3.907040791E-2
2.593966939E2,2.071041757E-2,2.183876574E-2,1.152837038E-2,3.222974416E-2
2.594066899E2,4.279759862E-3,1.872278452E-2,6.588643739E-3,2.030441408E-2
2.594166859E2,-7.124247551E-3,1.652130783E-2,-1.988053322E-5,1.799191237E-2
2.594266819E2,-1.611331835E-2,1.763403296E-2,8.325265646E-3,2.529640676E-2
2.594366779E2,-3.298779801E-2,1.666573405E-2,-1.134359837E-4,3.695882001E-2
2.594466739E2,-4.470004505E-2,2.095934451E-2,-9.583586454E-4,4.937921223E-2
2.594566699E2,-5.158060988E-2,2.063014627E-2,2.609612346E-3,5.561449746E-2
2.594666659E2,-7.050879613E-2,8.493080735E-3,-1.140674829E-2,7.192869148E-2
2.594766619E2,-6.674712698E-2,2.286904514E-2,-1.294982851E-2,7.173472133E-2
2.594866579E2,-8.761336371E-2,1.525889397E-2,-9.685328007E-3,8.945804002E-2
