t / s	v / rad/s	U_B1 / V
11,7	0,0	2,88
11,8	-0,1	2,85
11,9	-0,2	2,78
12,0	-0,2	2,67
12,1	-0,3	2,56
12,2	-0,4	2,42
12,3	-0,4	2,28
12,4	-0,3	2,15
12,5	-0,3	2,03
12,6	-0,3	1,94
12,7	-0,2	1,86
12,8	-0,1	1,82
12,9	-0,1	1,82
13,0	0,0	1,85
13,1	0,1	1,90
13,2	0,2	1,98
13,3	0,3	2,09
13,4	0,4	2,22
13,5	0,4	2,35
13,6	0,3	2,48
13,7	0,3	2,61
13,8	0,3	2,72
13,9	0,2	2,81
14,0	0,2	2,87
14,1	0,2	2,89
14,2	0,0	2,88
14,3	-0,1	2,83
14,4	-0,1	2,75
14,5	-0,2	2,65
14,6	-0,4	2,52
14,7	-0,4	2,39
14,8	-0,3	2,24
14,9	-0,4	2,12
15,0	-0,3	2,00
15,1	-0,3	1,92
15,2	-0,2	1,85
15,3	-0,1	1,82
15,4	-0,1	1,82
15,5	0,1	1,85
15,6	0,1	1,92
15,7	0,2	2,01
15,8	0,3	2,13
15,9	0,3	2,26
16,0	0,4	2,39
16,1	0,4	2,53
16,2	0,3	2,65
16,3	0,3	2,76
16,4	0,2	2,83
16,5	0,1	2,87
16,6	0,1	2,89
16,7	0,0	2,87
16,8	-0,2	2,81
16,9	-0,2	2,71
17,0	-0,2	2,61
17,1	-0,3	2,48
17,2	-0,4	2,34
17,3	-0,4	2,21
17,4	-0,4	2,08
17,5	-0,3	1,98
17,6	-0,3	1,89
17,7	-0,1	1,84
17,8	-0,1	1,81
17,9	0,0	1,82
18,0	0,1	1,87
18,1	0,1	1,94
18,2	0,2	2,05
18,3	0,3	2,17
18,4	0,4	2,30
18,5	0,4	2,43
18,6	0,3	2,56
18,7	0,3	2,69
18,8	0,3	2,79
18,9	0,2	2,85
19,0	0,2	2,89
19,1	0,0	2,88
19,2	-0,1	2,86
19,3	-0,1	2,78
19,4	-0,2	2,69
19,5	-0,3	2,57
19,6	-0,3	2,43
19,7	-0,3	2,29
19,8	-0,3	2,17
19,9	-0,3	2,04
20,0	-0,3	1,94
20,1	-0,2	1,87
20,2	-0,2	1,82
20,3	-0,1	1,82
20,4	0,0	1,83
20,5	0,1	1,89
20,6	0,2	1,97
20,7	0,3	2,08
20,8	0,3	2,21
20,9	0,4	2,35
21,0	0,3	2,48
21,1	0,3	2,61
21,2	0,3	2,72
21,3	0,2	2,81
21,4	0,1	2,86
21,5	0,1	2,89
21,6	0,0	2,87
21,7	-0,1	2,83
21,8	-0,2	2,75
21,9	-0,2	2,64
22,0	-0,3	2,52
22,1	-0,3	2,39
22,2	-0,3	2,25
22,3	-0,4	2,12
22,4	-0,4	2,00
22,5	-0,3	1,91
22,6	-0,2	1,86
22,7	-0,1	1,82
22,8	-0,1	1,82
22,9	0,1	1,85
23,0	0,1	1,92
23,1	0,2	2,01
23,2	0,3	2,12
23,3	0,3	2,26
23,4	0,3	2,39
23,5	0,3	2,53
23,6	0,3	2,65
23,7	0,4	2,75
23,8	0,3	2,83
23,9	0,2	2,87
24,0	0,1	2,89
24,1	0,0	2,86
24,2	-0,2	2,81
24,3	-0,2	2,72
24,4	-0,3	2,60
24,5	-0,3	2,47
24,6	-0,4	2,33
24,7	-0,4	2,20
24,8	-0,4	2,08
24,9	-0,3	1,97
25,0	-0,2	1,89
25,1	-0,2	1,83
25,2	-0,1	1,82
25,3	0,0	1,83
25,4	0,1	1,87
25,5	0,2	1,94
25,6	0,2	2,05
25,7	0,3	2,17
25,8	0,4	2,30
25,9	0,4	2,44
26,0	0,3	2,57
26,1	0,3	2,69
26,2	0,3	2,78
26,3	0,2	2,85
26,4	0,2	2,88
26,5	0,0	2,88
26,6	-0,1	2,85
26,7	-0,1	2,78
26,8	-0,2	2,68
26,9	-0,3	2,56
27,0	-0,3	2,43
27,1	-0,3	2,29
27,2	-0,3	2,16
27,3	-0,4	2,03
27,4	-0,4	1,94
27,5	-0,2	1,87
27,6	-0,2	1,83
27,7	-0,1	1,81
27,8	0,0	1,84
27,9	0,1	1,89
28,0	0,2	1,98
28,1	0,3	2,09
28,2	0,3	2,21
28,3	0,3	2,34
28,4	0,3	2,48
28,5	0,4	2,61
28,6	0,4	2,72
28,7	0,2	2,81
28,8	0,1	2,86
28,9	0,1	2,89
29,0	0,0	2,88
29,1	-0,1	2,83
29,2	-0,2	2,75
29,3	-0,3	2,65
29,4	-0,3	2,52
29,5	-0,4	2,39
29,6	-0,3	2,25
29,7	-0,3	2,12
29,8	-0,3	2,01
29,9	-0,3	1,91
30,0	-0,3	1,85
30,1	-0,1	1,82
30,2	-0,1	1,82
30,3	0,1	1,85
30,4	0,2	1,91
30,5	0,2	2,00
30,6	0,3	2,12
30,7	0,3	2,25
30,8	0,3	2,38
30,9	0,3	2,52
31,0	0,3	2,64
31,1	0,3	2,75
31,2	0,2	2,83
31,3	0,2	2,88
31,4	0,1	2,89
31,5	0,0	2,86
31,6	-0,1	2,81
31,7	-0,2	2,72
31,8	-0,2	2,61
31,9	-0,3	2,48
32,0	-0,4	2,35
32,1	-0,4	2,20
32,2	-0,4	2,08
32,3	-0,3	1,98
32,4	-0,2	1,90
32,5	-0,2	1,83
32,6	-0,1	1,81
32,7	0,0	1,83
32,8	0,1	1,86
32,9	0,2	1,94
33,0	0,2	2,04
33,1	0,3	2,16
33,2	0,4	2,29
33,3	0,4	2,43
33,4	0,4	2,56
33,5	0,4	2,68
33,6	0,2	2,78
33,7	0,2	2,85
33,8	0,2	2,88
33,9	0,1	2,89
34,0	-0,1	2,86
34,1	-0,1	2,79
34,2	-0,3	2,69
34,3	-0,3	2,58
34,4	-0,3	2,44
34,5	-0,4	2,30
34,6	-0,3	2,18
34,7	-0,4	2,05
34,8	-0,3	1,95
34,9	-0,2	1,88
35,0	-0,2	1,83
35,1	-0,1	1,82
35,2	0,0	1,83
35,3	0,1	1,89
35,4	0,2	1,96
35,5	0,3	2,07
35,6	0,3	2,20
35,7	0,3	2,33
35,8	0,4	2,47
35,9	0,4	2,60
36,0	0,3	2,71
36,1	0,2	2,80
36,2	0,2	2,86
36,3	0,1	2,89
36,4	0,0	2,88
36,5	-0,1	2,84
36,6	-0,1	2,76
36,7	-0,2	2,66
36,8	-0,3	2,54
36,9	-0,3	2,40
37,0	-0,3	2,26
37,1	-0,3	2,14
37,2	-0,3	2,01
37,3	-0,3	1,93
37,4	-0,2	1,86
37,5	-0,2	1,82
37,6	-0,1	1,82
37,7	0,0	1,85
37,8	0,2	1,91
37,9	0,3	2,00
38,0	0,3	2,12
38,1	0,3	2,25
38,2	0,3	2,38
38,3	0,3	2,52
38,4	0,3	2,64
38,5	0,3	2,75
38,6	0,2	2,82
38,7	0,1	2,87
38,8	0,1	2,89
38,9	0,0	2,87
39,0	-0,2	2,81
39,1	-0,2	2,72
39,2	-0,2	2,60
39,3	-0,3	2,47
39,4	-0,4	2,33
39,5	-0,4	2,19
39,6	-0,3	2,07
39,7	-0,3	1,95
39,8	-0,3	1,88
39,9	-0,2	1,83
40,0	-0,1	1,82
40,1	0,0	1,84
40,2	0,1	1,89
40,3	0,2	1,97
40,4	0,2	2,09
40,5	0,3	2,22
40,6	0,4	2,35
40,7	0,4	2,49
40,8	0,4	2,62
40,9	0,3	2,73
41,0	0,3	2,82
41,1	0,2	2,87
41,2	0,1	2,89
41,3	0,0	2,87
41,4	-0,1	2,82
41,5	-0,2	2,72
41,6	-0,3	2,60
41,7	-0,4	2,47
41,8	-0,4	2,33
41,9	-0,4	2,20
42,0	-0,4	2,07
42,1	-0,3	1,96
42,2	-0,3	1,88
42,3	-0,2	1,83
42,4	-0,1	1,82
42,5	0,0	1,84
42,6	0,1	1,89
42,7	0,2	1,97
42,8	0,3	2,09
42,9	0,3	2,21
43,0	0,4	2,35
43,1	0,4	2,49
43,2	0,4	2,62
43,3	0,4	2,73
43,4	0,3	2,82
43,5	0,2	2,87
43,6	0,1	2,89
43,7	0,0	2,87
43,8	-0,1	2,81
43,9	-0,2	2,73
44,0	-0,3	2,61
44,1	-0,4	2,48
44,2	-0,4	2,34
44,3	-0,4	2,20
44,4	-0,4	2,07
44,5	-0,4	1,96
44,6	-0,2	1,89
44,7	-0,2	1,83
44,8	-0,1	1,82
44,9	0,1	1,83
45,0	0,2	1,89
45,1	0,2	1,97
45,2	0,3	2,08
45,3	0,4	2,21
45,4	0,4	2,35
45,5	0,4	2,49
45,6	0,4	2,62
45,7	0,4	2,73
45,8	0,3	2,81
45,9	0,2	2,87
46,0	0,1	2,89
46,1	0,0	2,87
46,2	-0,1	2,82
46,3	-0,2	2,73
46,4	-0,3	2,62
46,5	-0,4	2,48
46,6	-0,4	2,34
46,7	-0,4	2,20
46,8	-0,4	2,08
46,9	-0,3	1,97
47,0	-0,2	1,89
47,1	-0,2	1,83
47,2	-0,1	1,82
47,3	0,0	1,83
47,4	0,2	1,88
47,5	0,2	1,95
47,6	0,3	2,07
47,7	0,3	2,19
47,8	0,4	2,32
47,9	0,4	2,46
48,0	0,4	2,60
48,1	0,3	2,71
48,2	0,3	2,80
48,3	0,2	2,86
48,4	0,1	2,89
48,5	0,0	2,88
48,6	-0,1	2,84
48,7	-0,2	2,76
48,8	-0,3	2,64
48,9	-0,4	2,52
49,0	-0,4	2,38
49,1	-0,4	2,24
49,2	-0,4	2,12
49,3	-0,3	2,00
49,4	-0,3	1,91
49,5	-0,2	1,85
49,6	-0,1	1,82
49,7	-0,1	1,83
49,8	0,1	1,86
49,9	0,1	1,93
50,0	0,3	2,02
50,1	0,4	2,14
50,2	0,3	2,27
50,3	0,3	2,41
50,4	0,4	2,54
50,5	0,3	2,66
50,6	0,3	2,77
50,7	0,3	2,84
50,8	0,2	2,88
50,9	0,0	2,88
51,0	0,0	2,86
51,1	-0,2	2,79
51,2	-0,2	2,70
51,3	-0,3	2,58
51,4	-0,3	2,45
51,5	-0,4	2,31
51,6	-0,3	2,18
51,7	-0,4	2,05
51,8	-0,3	1,95
51,9	-0,2	1,88
52,0	-0,2	1,83
52,1	-0,1	1,81
52,2	0,0	1,83
52,3	0,1	1,89
52,4	0,2	1,97
52,5	0,3	2,08
52,6	0,3	2,20
52,7	0,3	2,34
52,8	0,4	2,47
52,9	0,4	2,60
53,0	0,3	2,72
53,1	0,2	2,81
53,2	0,1	2,86
53,3	0,1	2,89
53,4	0,1	2,88
53,5	-0,1	2,84
53,6	-0,2	2,75
53,7	-0,3	2,64
53,8	-0,3	2,52
53,9	-0,3	2,38
54,0	-0,3	2,24
54,1	-0,3	2,11
54,2	-0,3	2,00
54,3	-0,3	1,91
54,4	-0,2	1,84
54,5	-0,1	1,82
54,6	0,0	1,82
54,7	0,0	1,86
54,8	0,2	1,93
54,9	0,2	2,03
55,0	0,3	2,16
55,1	0,4	2,28
55,2	0,4	2,42
55,3	0,3	2,55
55,4	0,3	2,68
55,5	0,3	2,77
55,6	0,3	2,84
55,7	0,2	2,88
55,8	0,1	2,89
55,9	0,0	2,86
56,0	-0,2	2,79
56,1	-0,2	2,70
56,2	-0,2	2,57
56,3	-0,4	2,45
56,4	-0,4	2,31
56,5	-0,4	2,17
56,6	-0,3	2,05
56,7	-0,4	1,95
56,8	-0,3	1,88
56,9	-0,2	1,83
57,0	0,0	1,82
57,1	0,1	1,84
57,2	0,1	1,89
57,3	0,2	1,98
57,4	0,3	2,08
57,5	0,3	2,22
57,6	0,3	2,35
57,7	0,3	2,49
57,8	0,3	2,62
57,9	0,3	2,72
58,0	0,3	2,81
58,1	0,2	2,87
58,2	0,1	2,89
58,3	0,0	2,88
58,4	-0,1	2,83
58,5	-0,2	2,74
58,6	-0,2	2,63
58,7	-0,3	2,50
58,8	-0,3	2,37
58,9	-0,4	2,22
59,0	-0,4	2,09
59,1	-0,4	1,98
59,2	-0,3	1,90
59,3	-0,2	1,84
59,4	-0,1	1,82
59,5	0,0	1,83
59,6	0,0	1,87
59,7	0,2	1,95
59,8	0,2	2,05
59,9	0,4	2,18
60,0	0,4	2,32
60,1	0,4	2,45
60,2	0,4	2,58
60,3	0,3	2,70
60,4	0,3	2,79
60,5	0,2	2,86
60,6	0,1	2,89
60,7	0,1	2,88
60,8	-0,1	2,84
60,9	-0,2	2,76
61,0	-0,3	2,65
61,1	-0,3	2,53
61,2	-0,4	2,39
61,3	-0,4	2,24
61,4	-0,4	2,11
61,5	-0,3	2,00
61,6	-0,3	1,91
61,7	-0,3	1,85
61,8	-0,1	1,82
61,9	0,0	1,82
62,0	0,1	1,86
62,1	0,1	1,93
62,2	0,3	2,04
62,3	0,4	2,15
62,4	0,3	2,29
62,5	0,4	2,43
62,6	0,4	2,56
62,7	0,3	2,69
62,8	0,3	2,78
62,9	0,2	2,85
63,0	0,2	2,88
63,1	0,0	2,88
63,2	-0,1	2,85
63,3	-0,2	2,78
63,4	-0,3	2,67
63,5	-0,3	2,55
63,6	-0,3	2,42
63,7	-0,4	2,28
63,8	-0,4	2,14
63,9	-0,3	2,02
64,0	-0,3	1,92
64,1	-0,3	1,86
64,2	-0,1	1,82
64,3	-0,1	1,82
64,4	0,1	1,85
64,5	0,1	1,92
64,6	0,2	2,01
64,7	0,4	2,13
64,8	0,4	2,26
64,9	0,3	2,40
65,0	0,4	2,54
65,1	0,4	2,66
65,2	0,3	2,77
65,3	0,3	2,84
65,4	0,1	2,88
65,5	0,1	2,89
65,6	0,0	2,86
65,7	-0,2	2,79
65,8	-0,2	2,70
65,9	-0,2	2,58
66,0	-0,3	2,44
66,1	-0,4	2,30
66,2	-0,4	2,17
66,3	-0,4	2,05
66,4	-0,4	1,94
66,5	-0,2	1,87
66,6	-0,1	1,83
66,7	-0,1	1,82
66,8	0,0	1,84
66,9	0,1	1,90
67,0	0,3	1,99
67,1	0,3	2,10
67,2	0,3	2,23
67,3	0,3	2,36
67,4	0,4	2,50
67,5	0,4	2,63
67,6	0,3	2,74
67,7	0,3	2,82
67,8	0,2	2,87
67,9	0,1	2,89
68,0	0,0	2,87
68,1	-0,1	2,82
68,2	-0,2	2,74
68,3	-0,2	2,63
68,4	-0,4	2,50
68,5	-0,4	2,37
68,6	-0,4	2,23
68,7	-0,3	2,10
68,8	-0,3	1,99
68,9	-0,2	1,91
69,0	-0,1	1,84
69,1	-0,1	1,82
69,2	0,0	1,82
69,3	0,1	1,86
69,4	0,2	1,93
69,5	0,2	2,04
69,6	0,3	2,15
69,7	0,4	2,29
69,8	0,3	2,43
69,9	0,3	2,57
70,0	0,3	2,68
70,1	0,3	2,78
70,2	0,2	2,85
70,3	0,1	2,89
70,4	0,1	2,88
70,5	0,0	2,85
70,6	-0,2	2,78
70,7	-0,3	2,68
70,8	-0,3	2,55
70,9	-0,3	2,42
71,0	-0,3	2,28
71,1	-0,4	2,15
71,2	-0,4	2,03
71,3	-0,3	1,92
71,4	-0,3	1,86
71,5	-0,1	1,83
71,6	-0,1	1,82
71,7	0,1	1,85
71,8	0,1	1,91
71,9	0,2	2,00
72,0	0,3	2,12
72,1	0,4	2,25
72,2	0,3	2,38
72,3	0,3	2,53
72,4	0,3	2,65
72,5	0,4	2,75
72,6	0,3	2,84
72,7	0,1	2,88
72,8	0,1	2,89
72,9	0,0	2,87
73,0	-0,2	2,80
73,1	-0,2	2,71
73,2	-0,3	2,60
73,3	-0,4	2,47
73,4	-0,4	2,32
73,5	-0,4	2,18
73,6	-0,4	2,06
73,7	-0,4	1,95
73,8	-0,3	1,88
73,9	-0,1	1,83
74,0	-0,1	1,82
74,1	0,0	1,84
74,2	0,2	1,89
74,3	0,2	1,98
74,4	0,3	2,09
74,5	0,3	2,22
74,6	0,4	2,35
74,7	0,4	2,49
74,8	0,3	2,62
74,9	0,4	2,73
75,0	0,3	2,82
75,1	0,2	2,87
75,2	0,1	2,88
75,3	0,0	2,87
75,4	-0,1	2,82
75,5	-0,2	2,73
75,6	-0,3	2,62
75,7	-0,3	2,49
75,8	-0,4	2,35
75,9	-0,4	2,21
76,0	-0,4	2,09
76,1	-0,3	1,97
76,2	-0,3	1,90
76,3	-0,2	1,84
76,4	-0,2	1,82
76,5	0,0	1,83
76,6	0,1	1,87
76,7	0,2	1,95
76,8	0,3	2,06
76,9	0,3	2,18
77,0	0,4	2,31
77,1	0,4	2,45
77,2	0,4	2,59
77,3	0,3	2,70
77,4	0,3	2,80
77,5	0,2	2,86
77,6	0,1	2,89
77,7	0,0	2,88
77,8	0,0	2,84
77,9	-0,2	2,77
78,0	-0,3	2,67
78,1	-0,4	2,54
78,2	-0,3	2,41
78,3	-0,3	2,27
78,4	-0,4	2,13
78,5	-0,3	2,02
78,6	-0,3	1,92
78,7	-0,2	1,86
78,8	-0,1	1,82
78,9	0,0	1,82
79,0	0,0	1,86
79,1	0,1	1,92
79,2	0,3	2,01
79,3	0,3	2,13
79,4	0,4	2,26
79,5	0,4	2,40
79,6	0,3	2,54
79,7	0,3	2,67
79,8	0,3	2,76
79,9	0,2	2,84
80,0	0,1	2,88
80,1	0,0	2,88
80,2	-0,1	2,86
80,3	-0,1	2,80
80,4	-0,2	2,70
80,5	-0,2	2,58
80,6	-0,3	2,44
80,7	-0,4	2,30
80,8	-0,3	2,16
80,9	-0,4	2,04
81,0	-0,4	1,94
81,1	-0,3	1,87
81,2	-0,2	1,83
81,3	-0,1	1,82
81,4	0,0	1,84
81,5	0,1	1,90
81,6	0,2	2,00
81,7	0,3	2,11
81,8	0,3	2,23
81,9	0,3	2,38
82,0	0,4	2,51
82,1	0,4	2,64
82,2	0,4	2,74
82,3	0,3	2,83
82,4	0,1	2,87
82,5	0,1	2,89
82,6	0,0	2,87
82,7	-0,1	2,81
82,8	-0,2	2,72
82,9	-0,2	2,61
83,0	-0,4	2,47
83,1	-0,4	2,34
83,2	-0,4	2,20
83,3	-0,4	2,08
83,4	-0,4	1,97
83,5	-0,3	1,88
83,6	-0,1	1,84
83,7	-0,1	1,82
83,8	0,0	1,83
83,9	0,1	1,89
84,0	0,2	1,97
84,1	0,3	2,08
84,2	0,3	2,20
84,3	0,4	2,34
84,4	0,4	2,48
84,5	0,4	2,61
84,6	0,4	2,72
84,7	0,3	2,81
84,8	0,2	2,87
84,9	0,1	2,90
85,0	0,0	2,88
85,1	-0,2	2,84
85,2	-0,2	2,76
85,3	-0,2	2,65
85,4	-0,4	2,52
85,5	-0,3	2,38
85,6	-0,4	2,24
85,7	-0,4	2,12
85,8	-0,4	1,99
85,9		1,91
